"museum_label","museum_name","museum_country","museum_subregion","museum_city","museum_city_latitude","museum_city_longitude","total_type_specimens","holotype_count","syntype_count","lectotype_count","neotype_count","nonexistent_count"
"UNISC","Centro de Ensino e Pesquisas Arqueológicas da Universidade de Santa Cruz do Sul","Brazil","Rio Grande do Sul","Santa Cruz do Sul","-29.71","-52.44",NA,NA,NA,NA,NA,NA
"UNL","Universidade Nova de Lisboa","Portugal","NA","Lisbon","38.72","-9.14",NA,NA,NA,NA,NA,NA
"UNLV","University of Nevada, Las Vegas","United States","Nevada","Las Vegas","36.21","-115.22",NA,NA,NA,NA,NA,NA
"UNM","University of Nottingham Museum","United Kingdom","NA","Nottingham","52.97","-1.18",NA,NA,NA,NA,NA,NA
"UNMA","University of New Mexico","United States","New Mexico","Albuquerque","35.119999999999997","-106.62",NA,NA,NA,NA,NA,NA
"UNPSJB","Universidad Nacional de la Patagonia 'San Juan Bosco'","Argentina","NA","Comodoro Rivadavia","-45.86","-67.489999999999995",NA,NA,NA,NA,NA,NA
"UNSM","University of Nebraska State Museum","United States","Nebraska","Lincoln","40.809167000000002","-96.678055999999998",5,5,0,0,0,0
"UNSW","Palaeontology Laboratory, University of New South Wales","Australia","New South Wales","NA","NA","NA",NA,NA,NA,NA,NA,NA
"untraced","untraced","NA","NA","NA","NA","NA",260,123,18,5,0,114
"UOMNH","University of Oregon","United States","Oregon","Eugene","44.052222","-123.0925",NA,NA,NA,NA,NA,NA
"UON","Université d'Oran","Algeria","NA","Oran","35.696944000000002","-0.63305599999999995",NA,NA,NA,NA,NA,NA
"UPGM","Universitäts-Institut für Paläontologie, München","Germany","Bavaria","München","NA","NA",1,1,0,0,0,0
"UPM","Undory Palaeontological Museum","Russia","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"UPNG","University of Papua New Guinea","Papua New Guinea","NA","Port Moresby","-9.48","147.18",2,2,0,0,0,0
"UPPM","University of the Punjab Palaeontological Museum","Pakistan","NA","Lahore","31.56","74.349999999999994",NA,NA,NA,NA,NA,NA
"UPRMP","University of Puerto Rico Department of Geology Paleontology Collection","Puerto Rico","NA","Mayagüez","18.22","-67.150000000000006",NA,NA,NA,NA,NA,NA
"UPSE","Universidad Estatal Peninsula de Santa Elena","Ecuador","NA","Santa Elena","-2.2000000000000002","-80.87",NA,NA,NA,NA,NA,NA
"UPST","Université Paul Sabatier à Toulouse","France","NA","Toulouse","43.62","1.45",NA,NA,NA,NA,NA,NA
"UPTC","Universidad Pedagógica y Tecnológica de Colombia","Colombia","NA","Boyacá","NA","NA",NA,NA,NA,NA,NA,NA
"UPUAM","Unidad de Paleontología, Universidad Autónoma de Madrid","Spain","NA","Madrid","40.42","-3.71",NA,NA,NA,NA,NA,NA
"UPVEHU","University of the Basque Country","Spain","NA","Bilbao","43.25","-2.93",NA,NA,NA,NA,NA,NA
"UR","University of Rochester","United States","New York","Rochester","NA","NA",NA,NA,NA,NA,NA,NA
"URLS","University of Rome ""La Sapienza""","Italy","NA","Rome","41.89","12.5",2,0,1,1,0,0
"URT","Università Roma Tre","Italy","NA","Rome","41.89","12.5",NA,NA,NA,NA,NA,NA
"USAC","Colección de Mamíferos del Museo de Historia Natural, Universidad de San Carlos","Guatemala","NA","NA","NA","NA",2,2,0,0,0,0
"USG","Università degli Studi di Genova","Italy","NA","Genoa","44.42","8.93",NA,NA,NA,NA,NA,NA
"USGS","United States Geological Survey","United States","NA","Washington","38.909999999999997","-77.02",NA,NA,NA,NA,NA,NA
"USNM","United States National Museum","United States","NA","Washington","38.909999999999997","-77.02",3214,3095,30,74,15,0
"USNPC","United States National Parasite Collections","United States","NA","Washington","38.909999999999997","-77.02",NA,NA,NA,NA,NA,NA
"UT","University of Tennessee","United States","Tennessee","Knoxville","35.97","-83.95",NA,NA,NA,NA,NA,NA
"UTA","University of Texas at Arlington","United States","Texas","Arlington","NA","NA",NA,NA,NA,NA,NA,NA
"UTBEG","Bureau of Economic Geology, The University of Texas","United States","Texas","Austin","30.31","-97.75",NA,NA,NA,NA,NA,NA
"UTEP","University of Texas at El Paso","United States","Texas","El Paso","31.85","-106.44",NA,NA,NA,NA,NA,NA
"UTHFM","Ugo Town History and Folklore Museum","Japan","NA","Ugo","39.200000000000003","140.41",NA,NA,NA,NA,NA,NA
"UTL","Ulan Tatal","Germany","Bavaria","München","NA","NA",NA,NA,NA,NA,NA,NA
"Utrecht","Institute for Earth Sciences, Utrecht","Netherlands","NA","Utrecht","52.1","5.1100000000000003",NA,NA,NA,NA,NA,NA
"UUZM","University of Uppsala Zoological Museum","Sweden","NA","Uppsala","59.86","17.64",19,18,1,0,0,0
"UV","Universidad del Valle","Colombia","NA","Cali","3.44","-76.52",2,2,0,0,0,0
"UVF","Ur-\ und Vorgeschichtsmuseum Fritzlar","Germany","Hesse","Fritzlar","51.14","9.27",NA,NA,NA,NA,NA,NA
"UVM","University of Vermont","United States","Vermont","Burlington","36.08","-79.45",NA,NA,NA,NA,NA,NA
"UWA","University of Western Australia","Australia","Western Australia","Perth","-31.96","115.84",NA,NA,NA,NA,NA,NA
"UWBM","University of Washington","United States","Washington","Seattle","47.62","-122.35",1,0,0,0,1,0
"UWGM","University of Wyoming Geological Museum","United States","Wyoming","Laramie","41.311110999999997","-105.593611",NA,NA,NA,NA,NA,NA
"UWJ","University of the Witwatersrand","South Africa","NA","Johannesburg","-26.19","28.04",2,0,0,2,0,0
"UWM","University of Wisconsin-Madison","United States","Wisconsin","Madison","NA","NA",NA,NA,NA,NA,NA,NA
"UWPI","Paläontologisches Institut der Universität Wien","Austria","Vienna","Vienna","48.22","16.37",1,1,0,0,0,0
"UWVGM","University of West Virginia Geology Museum","United States","West Virginia","NA","NA","NA",NA,NA,NA,NA,NA,NA
"UWZC","University of Wisconsin Zoological Collection","United States","Wisconsin","NA","NA","NA",1,1,0,0,0,0
"UZA","Unidad de Zoología Aplicada","Spain","NA","Madrid","40.42","-3.71",1,1,0,0,0,0
"UZDZ","University of Zagreb, Department of Zoology","Croatia","NA","Zagreb","45.8","15.97",1,1,0,0,0,0
"UzSGM","Tashkent Geological Museum","Uzbekistan","NA","Tashkent","41.31","69.3",NA,NA,NA,NA,NA,NA
"Varona collection","Collection of Luis S. Varona","Cuba","NA","NA","NA","NA",4,4,0,0,0,0
"VCRARC","Vietnam Cryptozoic and Rare Animals Research Centre","Vietnam","NA","NA","NA","NA",1,1,0,0,0,0
"Verona","Museo Civico di Storia Naturale di Verona","Italy","NA","Verona","45.44","10.99",NA,NA,NA,NA,NA,NA
"VIPM","Vancouver Island Palaeontological Museum","Canada","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"VM","Valltorta Museum","Spain","NA","Tírig","NA","NA",NA,NA,NA,NA,NA,NA
"VMNH","Virginia Museum of Natural History","United States","Virginia","Martinsville","NA","NA",NA,NA,NA,NA,NA,NA
"VMUALR","Vertebrate Museum, University of Arkansas Little Rock","United States","Arkansas","Little Rock","34.72","-92.35",1,1,0,0,0,0
"VPLJU","Vertebrate Palaeontology Laboratory, Jammu University","India","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"VPLKH","Vertebrate Palaeontology Laboratory, Khosla","India","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"VPM","Volgograd Provincial Museum","Russia","NA","Volgograd","48.71","44.48",NA,NA,NA,NA,NA,NA
"VPMNS","Museum Vasile Pârvan","Romania","NA","Bârlad","46.23","27.66",NA,NA,NA,NA,NA,NA
"VPPLT","Fundación Vigías del Patrimonio Paleontológico de la Tatacoa","Colombia","NA","La Victoria","4.5199999999999996","-76.040000000000006",NA,NA,NA,NA,NA,NA
"VRC","Virus Research Centre","India","Maharashtra","Pune","18.53","73.84",1,1,0,0,0,0
"WAM","Western Australian Museum","Australia","Western Australia","Perth","-31.96","115.84",53,51,1,0,1,0
"WARMS","Warwickshire Museum","United Kingdom","NA","Warwick","52.29","-1.59",NA,NA,NA,NA,NA,NA
"WDC","Wyoming Dinosaur Center","United States","Wyoming","Thermopolis","NA","NA",NA,NA,NA,NA,NA,NA
"WDV","World Dinosaur Valley","China","NA","Lufeng","NA","NA",NA,NA,NA,NA,NA,NA
"WFIS","Wagner Free Institute of Science","United States","Pennsylvania","Philadelphia","40.01","-75.13",NA,NA,NA,NA,NA,NA
"WGSC","Wuhan Centre of Geological Survey","China","NA","Wuhan","30.58","114.27",NA,NA,NA,NA,NA,NA
"WHGMR","Wuhan Institute of Geology and Mineral Resources","China","NA","Wuhan","30.58","114.27",NA,NA,NA,NA,NA,NA
"WHT","Wildlife Heritage Trust","Sri Lanka","NA","NA","NA","NA",1,1,0,0,0,0
"WIMF","Wadia Institute of Himalayan Geology","India","Uttarakhand","Dehradun","NA","NA",NA,NA,NA,NA,NA,NA
"WM","Walker Museum","United States","Illinois","Chicago","41.84","-87.68",1,1,0,0,0,0
"WMNM","LWL-Museum für Naturkunde","Germany","North Rhine-Westphalia","Münster","NA","NA",NA,NA,NA,NA,NA,NA
"WO","Waitomo Caves Museum","New Zealand","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"WRM","Whanganui Regional Museum","New Zealand","NA","Whanganui","NA","NA",1,1,0,0,0,0
"WS","Collection of Witmer Stone","United States","Pennsylvania","Philadelphia","40.01","-75.13",NA,NA,NA,NA,NA,NA
"WSC","Western Science Center","United States","California","Hemet","33.729999999999997","-117",NA,NA,NA,NA,NA,NA
"WTUC","West Texas University, Canyon","United States","Texas","Canyon","NA","NA",NA,NA,NA,NA,NA,NA
"Würting","Schloßmuseum Würting","Austria","Upper Austria","Offenhausen","NA","NA",NA,NA,NA,NA,NA,NA
"WUSILS","Waseda University School of International Liberal Studies","Japan","NA","Tokyo","35.67","139.77000000000001",NA,NA,NA,NA,NA,NA
"WUT","Waseda University","Japan","NA","Tokyo","35.67","139.77000000000001",1,0,0,1,0,0
"XCDC","Center for disease prevention and control of Xinjiang","China","NA","NA","NA","NA",1,1,0,0,0,0
"XHPM","Xinghai Paleontological Museum","China","NA","Dalian","38.92","121.65",NA,NA,NA,NA,NA,NA
"XM","Xinhui Museum","China","NA","Xinhui","NA","NA",NA,NA,NA,NA,NA,NA
"XMDFEC","Xixia Museum of Dinosaur Fossil Eggs","China","NA","Xixia","NA","NA",NA,NA,NA,NA,NA,NA
"XXM","Xuzhou Museum","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Yamana","Yamana locality collection","Ecuador","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"YaPM","Yamagata Prefectural Museum","Japan","NA","Yamagata","38.25","140.33000000000001",NA,NA,NA,NA,NA,NA
"YCM","Yushe County Museum","China","NA","Yushe","NA","NA",NA,NA,NA,NA,NA,NA
"Yerevan","Yerevan Museum","Armenia","NA","Yerevan","40.17","44.52",1,1,0,0,0,0
"YFGP","Yizhou Fossil and Geology Park","China","NA","Yizhou","NA","NA",NA,NA,NA,NA,NA,NA
"YGSP","Yale–Geological Survey of Pakistan","Pakistan","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"YHK","Yizhou Museum","China","NA","Yixian","NA","NA",NA,NA,NA,NA,NA,NA
"YICRA","Yunnan Institute of Cultural Relics and Archaeology","China","NA","Kunming","25.05","102.7",NA,NA,NA,NA,NA,NA
"YIGM","Yichang Institute of Geology and Mineral Resources","China","NA","Yichang","30.7","111.28",NA,NA,NA,NA,NA,NA
"YIO","Yamashina Institute for Ornithology","Japan","NA","NA","NA","NA",19,19,0,0,0,0
"YJDM","Yanji Dinosaur Museum","China","NA","Yanji","42.88","129.52000000000001",NA,NA,NA,NA,NA,NA
"YKM","Ульяновский областной краеведческий музей им И.А. Гончарова","Russia","NA","Ulyanovsk","54.33","48.4",NA,NA,NA,NA,NA,NA
"YLSNHM","Yinliang Stone Natural History Museum","China","NA","Shuitou","NA","NA",NA,NA,NA,NA,NA,NA
"YM","Yorkshire Museum","United Kingdom","NA","York","53.96","-1.1100000000000001",NA,NA,NA,NA,NA,NA
"YMV","Yuanmou Museum","China","NA","Yuanmou","NA","NA",NA,NA,NA,NA,NA,NA
"YNU","Yokohama National University","Japan","NA","Yokohama","35.47","139.62",NA,NA,NA,NA,NA,NA
"YPFB","Yacimientos Petroleros y Fiscales de Bolivia, Centro de Tecnología Petrolera","Bolivia","NA","Santa Cruz","-17.77","-63.21",NA,NA,NA,NA,NA,NA
"YPM","Yale Peabody Museum","United States","Connecticut","New Haven","41.31","-72.92",3,2,1,0,0,0
"YUDG","University of Yangon, Department of Geology","Myanmar","NA","Yangon","NA","NA",NA,NA,NA,NA,NA,NA
"YUPHUS","Yarmouk University","Jordan","NA","Irbid","32.549999999999997","35.85",NA,NA,NA,NA,NA,NA
"ZCDM","Zhucheng Dinosaur Museum","China","NA","Zhucheng","35.99","119.38",NA,NA,NA,NA,NA,NA
"ZDM","Zigong Dinosaur Museum","China","NA","Zigong","29.4","104.78",NA,NA,NA,NA,NA,NA
"ZDNU","Department of Zoology, Niğde University","Turkey","NA","Niğde","37.979999999999997","34.68",2,2,0,0,0,0
"ZFMK","Zoologisches Forschungsmuseum Alexander Koenig","Germany","North Rhine-Westphalia","Bonn","50.73","7.1",86,81,2,2,1,0
"Zimmermann collection","Collection of Klaus Zimmermann","Germany","Berlin","Berlin","52.52","13.38",1,1,0,0,0,0
"ZIN","Zoological Institute in St. Petersburg","Russia","NA","Saint Petersburg","59.93","30.32",498,330,20,142,6,0
"ZIRM","Museum of Fossil Faunistic Complexes of Moldova","Moldova","NA","Chisinău","47.03","28.83",NA,NA,NA,NA,NA,NA
"ZIS","Zoologisches Institut Saarbrücken","Germany","Saarland","Saarbrücken","49.25","6.97",NA,NA,NA,NA,NA,NA
"ZKGU","Западно-Казахстанский государственный университет","Kazakhstan","NA","Oral","51","51",NA,NA,NA,NA,NA,NA
"ZMA","Zoologisch Museum Amsterdam","Netherlands","NA","Amsterdam","52.37","4.8899999999999997",12,9,2,1,0,0
"ZMB","Zoologisches Museum Berlin","Germany","Berlin","Berlin","52.52","13.38",616,426,136,54,0,0
"ZMF","Zoology Museum of Ferdowsi University","Iran","NA","Mashhad","36.270000000000003","59.57",8,8,0,0,0,0
"ZMFUN","Zoological Museum of Federico II University in Naples","Italy","NA","Naples","40.85","14.27",1,0,0,1,0,0
"ZMH","Zoologisches Staatsinstitut und Zoologisches Museum Hamburg","Germany","Hamburg","Hamburg","53.55","10",4,4,0,0,0,0
"ZMKhU","Зоологический музей Харьковского университета","Ukraine","NA","Kharkov","NA","NA",1,1,0,0,0,0
"ZMKU","Zoological Museum of Kiev University","Ukraine","NA","Kyiv","NA","NA",1,1,0,0,0,0
"ZMMU","Zoological Museum of Moscow State University","Russia","NA","Moscow","55.75","37.619999999999997",371,330,14,23,4,0
"ZMNH","Zhejiang Museum of Natural History","China","NA","Hangzhou","30.25","120.17",NA,NA,NA,NA,NA,NA
"ZMNTU","Zoological Museum of National Taiwan University","Taiwan","NA","Taipei","25.02","121.45",4,4,0,0,0,0
"ZMUC","Zoological Museum, University of Copenhagen","Denmark","NA","Copenhagen","55.68","12.57",35,17,5,13,0,0
"ZMUL","Lund University","Sweden","NA","Lund","55.71","13.2",NA,NA,NA,NA,NA,NA
"ZMUP","Zoological Museum, University of Patras","Greece","NA","Patras","NA","NA",4,4,0,0,0,0
"ZMUZ","Zoologisches Museum der Universität Zürich","Switzerland","NA","Zürich","47.38","8.5399999999999991",3,2,1,0,0,0
"ZMVNU","Zoological Museum of Vietnam National University","Vietnam","NA","Hanoi","NA","NA",1,1,0,0,0,0
"Zofingen collection","Collection of Jürg Jost Zofingen","Switzerland","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"ZPAL","Institute of Paleobiology of the Polish Academy of Sciences","Poland","NA","Warsaw","52.26","21.02",NA,NA,NA,NA,NA,NA
"ZPALUWr","Department of Paleobiology, Wrocław University","Poland","NA","Wrocław","51.11","17.03",NA,NA,NA,NA,NA,NA
"ZRC","Raffles Museum of Biodiversity Research, National University of Singapore","Singapore","NA","Singapore","1.3","103.85",15,14,0,0,1,0
"ZSI","Zoological Survey of India","India","West Bengal","Calcutta","22.57","88.36",201,121,71,9,0,0
"ZSIS","Zoological Survey of India, Shillong","India","Meghalaya","Shillong","25.57","91.87",1,1,0,0,0,0
"ZSISRS","Zoological Survey of India, Southern Regional Station","India","Tamil Nadu","Chennai","13.09","80.27",NA,NA,NA,NA,NA,NA
"ZSIWGRC","Zoological Survey of India, Calicut","India","Kerala","Calicut","NA","NA",NA,NA,NA,NA,NA,NA
"ZSIWRS","Western Regional Station, Zoological Survey of India","India","Maharashtra","Pune","18.53","73.84",1,1,0,0,0,0
"ZSM","Zoologische Staatssammlung München","Germany","Bavaria","München","48.137500000000003","11.574999999999999",73,49,20,3,0,1
"ZT","Zhaotong Institute of Cultural Relics Protection and Archaeology","China","NA","Zhaotong","27.32","103.72",NA,NA,NA,NA,NA,NA
"ZUEC","Museo de Zoologia, Universidade Estadual de Campinas","Brazil","São Paulo","NA","NA","NA",NA,NA,NA,NA,NA,NA
"ZVC","Departamento de Zoología Vertebrados, Facultad de Humanidades y Ciencias","Uruguay","NA","Montevideo","-34.869999999999997","-56.17",1,1,0,0,0,0
"ZZSiD","Department of Systematical and Experimental Zoology of the Polish Academy of Sciences in Kraków","Poland","NA","Kraków","50.061388999999998","19.937221999999998",1,1,0,0,0,0
NA,"Total Unmatched",NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
NA,"Total Types",NA,NA,NA,NA,NA,20131,17534,1205,1029,131,232
