"museum_label","museum_name","museum_country","museum_subregion","museum_city","museum_city_latitude","museum_city_longitude","total_type_specimens","holotype_count","syntype_count","lectotype_count","neotype_count","nonexistent_count"
"DGMUM","Department of Geology and Mineralogy, University of Melbourne","Australia","Victoria","Melbourne","-37.81","144.96",NA,NA,NA,NA,NA,NA
"DGUT","Department of Geology, University of Tasmania","Australia","Tasmania","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Dickey collection","Collection of Donald R. Dickey","United States","California","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Dicle","University of Dicle","Turkey","NA","Dicle","38.369999999999997","40.07",2,2,0,0,0,0
"DINO","Dinosaur National Monument","United States","Colorado","Moffat County","NA","NA",NA,NA,NA,NA,NA,NA
"DJPJ","Administrative Committee of Dalian Jinpu New District.","China","NA","Jinpu","NA","NA",NA,NA,NA,NA,NA,NA
"DMB","Dinosaur Museum","United States","Utah","Blanding","NA","NA",NA,NA,NA,NA,NA,NA
"DMK","Darwin Museum","Taiwan","NA","Keelung","25.13","121.73",NA,NA,NA,NA,NA,NA
"DMMECN","División de Mastozoología del Museo Ecuatoriano de Ciencias Naturales","Ecuador","NA","NA","NA","NA",1,1,0,0,0,0
"DMNH","Delaware Museum of Natural History","United States","Delaware","Wilmington","NA","NA",5,5,0,0,0,0
"DMNS","Denver Museum of Nature and Science","United States","Colorado","Denver","39.770000000000003","-104.87",11,11,0,0,0,0
"DMR","Department of Mineral Resources","Thailand","NA","Bangkok","13.73","100.5",NA,NA,NA,NA,NA,NA
"DNHM","Dalian Natural History Museum","China","NA","Dalian","38.92","121.65",NA,NA,NA,NA,NA,NA
"DNSM","Durban Natural Science Museum","South Africa","NA","Durban","-29.87","30.99",9,8,0,0,1,0
"DON","Museo Geológico Nacional José Royo y Gómez","Colombia","NA","Bogotá","4.63","-74.09",NA,NA,NA,NA,NA,NA
"DONMG","Doncaster Museum and Art Gallery","United Kingdom","NA","Doncaster","53.53","-1.1200000000000001",NA,NA,NA,NA,NA,NA
"DORCM","Dorset County Museum","United Kingdom","NA","Dorchester","50.72","-2.4500000000000002",NA,NA,NA,NA,NA,NA
"DP","Dartmouth College-Peshawar University Pakistan Project","United States","New Hampshire","Hanover","NA","NA",NA,NA,NA,NA,NA,NA
"DPC","Duke Lemur Center","United States","North Carolina","Durham","35.979999999999997","-78.91",1,1,0,0,0,0
"DPCUP","Department of Palaeontology, Charles University, Prague","Czech Republic","NA","Prague","50.08","14.43",NA,NA,NA,NA,NA,NA
"DPFMGB","Department of Palaeontology, Faculty of Mining and Geology","Serbia","NA","Belgrade","44.83","20.5",NA,NA,NA,NA,NA,NA
"Drake-Brockman collection","Collection of R.E. Drake-Brockman","United Kingdom","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Dvořák collection","Collection of Z. Dvořák","Czech Republic","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"DYM","Dongyang Museum","China","NA","Dongyang","NA","NA",NA,NA,NA,NA,NA,NA
"DZAB","Dipartimento di Zoologia e Antropologia Biologica, University of Sassari","Italy","NA","Sassari","40.729999999999997","8.56",1,1,0,0,0,0
"DZCUP","Department of Zoology, Charles University, Prague","Czech Republic","NA","Prague","50.08","14.43",2,2,0,0,0,0
"DZSJRP","Departamento de Zoologia, Universidade Estadual Paulista, São José do Rio Preto","Brazil","São Paulo","São José do Rio Preto","-20.8","-49.39",4,4,0,0,0,0
"DZSP","Departamento de Zoologia, Secretaria de Agricultura, São Paulo","Brazil","São Paulo","São Paulo","-23.53","-46.63",NA,NA,NA,NA,NA,NA
"DZUP","Departamento de Zoologia, Setor de Ciências Biológicas, Universidade Federal do Paraná","Brazil","Paraná","Curitiba","-25.42","-49.29",1,1,0,0,0,0
"EBD","Estación Biológica de Doñana","Spain","NA","Seville","NA","NA",12,11,0,0,1,0
"EBRG","Estación Bioló́gica de Rancho Grande","Venezuela","Aragua","Maracay","10.33","-67.47",10,9,0,0,1,0
"ECOSUR","Colección Mastozoológica El Colegio de la Frontera Sur","Mexico","Chiapas","San Cristóbal de Las Casas","16.75","-92.63",1,1,0,0,0,0
"EHQB","Museum für Ur-\ und Ortsgeschichte Quadrat Bottrop","Germany","North Rhine-Westphalia","Bottrop","51.53","6.93",NA,NA,NA,NA,NA,NA
"EHTHMS","Edward H. Taylor-Hobert M. Smith Herpetological Collection","United States","Kansas","Lawrence","NA","NA",NA,NA,NA,NA,NA,NA
"ELDM","Erlianhaote Dinosaur Museum","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"ELNRP","East Libya Neogene Research Project","Libya","NA","Benghazi","32.119999999999997","20.07",NA,NA,NA,NA,NA,NA
"ELTE","Eötvös University","Hungary","NA","Budapest","47.51","19.079999999999998",NA,NA,NA,NA,NA,NA
"EM","Elgin Museum","United Kingdom","NA","Moray","NA","NA",NA,NA,NA,NA,NA,NA
"EME","Transylvanian Museum Society, Department of Natural Sciences","Romania","NA","Cluj-Napoca","46.78","23.59",NA,NA,NA,NA,NA,NA
"EMF","Eromanga Natural History Museum","Australia","Queensland","Eromanga","NA","NA",NA,NA,NA,NA,NA,NA
"EMM","Erenhot Dinosaur Museum","China","NA","Erenhot","43.66","111.96",NA,NA,NA,NA,NA,NA
"ENCB","Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Mexico","NA","NA","NA","NA",3,3,0,0,0,0
"EOU","Eskişehir Osmangazi University","Turkey","NA","Eskişehir","39.79","30.52",NA,NA,NA,NA,NA,NA
"EPIY","Epidemic Prevention Institution of Yunnan","China","NA","NA","NA","NA",2,2,0,0,0,0
"EPN","Escuela Politécnica Nacional","Ecuador","NA","Quito","-0.19","-78.5",9,6,0,3,0,0
"EPRC","Endangered Primate Rescue Center","Vietnam","NA","Cuc Phuong National Park","NA","NA",1,1,0,0,0,0
"EQBT","Otoq Qi Museum","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"ERMNH","Eternal River Museum of Natural History","Jordan","NA","Amman","NA","NA",NA,NA,NA,NA,NA,NA
"ERNO","Estación Regional del Noroeste","Mexico","Sonora","Hermosillo","29.07","-110.97",NA,NA,NA,NA,NA,NA
"ESK","Institute of Earth Sciences, Kagoshima University","Japan","NA","Kagoshima","31.59","130.56",NA,NA,NA,NA,NA,NA
"ESMSU","Department of Earth Sciences, Montana State University","United States","Montana","Bozeman","NA","NA",NA,NA,NA,NA,NA,NA
"ETMNH","East Tennessee State University Museum of Natural History","United States","Tennessee","Gray","NA","NA",NA,NA,NA,NA,NA,NA
"EUGM","Esfahan University Geology Museum","Iran","NA","Esfahan","32.68","51.68",NA,NA,NA,NA,NA,NA
"EXEMS","Royal Albert Memorial Museum","United Kingdom","NA","Exeter","50.73","-3.54",NA,NA,NA,NA,NA,NA
"Faenza","Museo Civico di Scienze Naturali, Faenza","Italy","NA","Faenza","44.29","11.87",NA,NA,NA,NA,NA,NA
"FBNM","Fossil Butte National Monument","United States","Wyoming","Kemmerer","NA","NA",NA,NA,NA,NA,NA,NA
"FBUH","Facultad de Biología, Universidad de la Habana","Cuba","NA","Havana","NA","NA",1,1,0,0,0,0
"FCCP","Fukagawa City Cultural Properties","Japan","NA","Fukagawa","43.72","142.04",NA,NA,NA,NA,NA,NA
"FCDPV","Sección Paleontología Vertebrados, Departamento de Paleontología, Facultad de Humanidades y Ciencias","Uruguay","NA","Montevideo","-34.869999999999997","-56.17",NA,NA,NA,NA,NA,NA
"FCGCBP","Fundación Colombiana de Geobiología","Colombia","NA","Villa de Leyva","NA","NA",NA,NA,NA,NA,NA,NA
"FCPT","Fundación Conjunto Paleontológico de Teruel-Dinópolis","Spain","NA","Teruel","40.340000000000003","-1.1100000000000001",NA,NA,NA,NA,NA,NA
"FCS","Collection of F.C. Stinton","United Kingdom","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"FCV","Forestry College of Vietnam","Vietnam","NA","Xuan Mai","NA","NA",1,1,0,0,0,0
"FEF","Fundação Educacional de Fernandópolis","Brazil","São Paulo","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Feist collection","Collection of Otto Feist","Germany","Hesse","Mühltal","NA","NA",NA,NA,NA,NA,NA,NA
"FES","Faculty of Environmental Sciences, National University of Laos","Laos","NA","NA","NA","NA",1,1,0,0,0,0
"FG","Technical University Bergakademie Freiberg, Institute of Geology, Department of Palaeontology","Germany","Saxony","Freiberg","NA","NA",NA,NA,NA,NA,NA,NA
"FGGUB","Faculty of Geology and Geophysics of the University of Bucharest","Romania","NA","Bucharest","44.44","26.1",NA,NA,NA,NA,NA,NA
"FGS","Florida Geological Survey","United States","Florida","Tallahassee","30.46","-84.28",NA,NA,NA,NA,NA,NA
"FHPR","Utah Field House Natural History Museum","United States","Utah","Vernal","NA","NA",NA,NA,NA,NA,NA,NA
"FHSM","Sternberg Museum of Natural History","United States","Kansas","NA","NA","NA",1,0,0,0,1,0
"FIP","Florida Institute of Paleontology","United States","Florida","Dania Beach","NA","NA",NA,NA,NA,NA,NA,NA
"FIPI","Forest Inventory and Planning Institute","Vietnam","NA","Hanoi","NA","NA",2,2,0,0,0,0
"FIV","Palaeovertebrate Collection, Geological Institute","Hungary","NA","Budapest","47.51","19.079999999999998",NA,NA,NA,NA,NA,NA
"FMCNM","Franklin and Marshall College North Museum","United States","Pennsylvania","Lancaster","NA","NA",NA,NA,NA,NA,NA,NA
"FML","Fundación Miguel Lillo","Argentina","NA","NA","NA","NA",1,1,0,0,0,0
"FMNH","Field Museum of Natural History","United States","Illinois","Chicago","41.84","-87.68",564,549,1,4,10,0
"FMSM","Federated Malay States Museums","Malaysia","NA","NA","NA","NA",50,49,1,0,0,0
"FPDM","Fukui Prefectural Dinosaur Museum","Japan","NA","Fukui","36.08","136.22",NA,NA,NA,NA,NA,NA
"FPV","Borgomanero Collection","Brazil","Paraná","Curitiba","-25.42","-49.29",NA,NA,NA,NA,NA,NA
"FRDC","Fossil Research and Development Center","China","NA","Lanzhou","36.049999999999997","103.68",NA,NA,NA,NA,NA,NA
"FRIED","Fujian Research Institute of Epidemic Diseases","China","NA","NA","NA","NA",1,1,0,0,0,0
"FSAC","Faculté des Sciences Aïn Chock, Université Hassan II","Morocco","NA","Casablanca","33.6","-7.62",NA,NA,NA,NA,NA,NA
"FSB","Faculté des Sciences de Bordeaux","France","NA","Bordeaux","44.84","-0.57999999999999996",NA,NA,NA,NA,NA,NA
"FSL","Université Claude Bernard, Lyon 1","France","NA","Lyon","45.76","4.83",1,1,0,0,0,0
"FSM","Florida Museum of Natural History","United States","Florida","Gainesville","29.67","-82.34",NA,NA,NA,NA,NA,NA
"FSMUP","Laboratoire de Géologie, Université de Provence","France","NA","Marseille","43.31","5.37",NA,NA,NA,NA,NA,NA
"FSR","Faculté des Sciences de Rabat","Morocco","NA","Rabat","34.020000000000003","-6.84",NA,NA,NA,NA,NA,NA
"Fudi","Collection of the Beijing Fudi Investment Co., Ltd.","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"FUMDHAM","Fundação Museu do Homem Americano","Brazil","Piauí","São Raimundo Nonato","NA","NA",NA,NA,NA,NA,NA,NA
"FURB","Zoology Department, Universidade Regional de Blumenau","Brazil","Santa Catarina","Blumenau","-26.92","-49.09",2,2,0,0,0,0
"FWD","Werkforum, Dotternhausen-Dormettingen","Germany","Baden-Württemberg","Dotternhausen-Dormettingen","NA","NA",NA,NA,NA,NA,NA,NA
"FWMSH","Fort Worth Musuem of Science and History","United States","Texas","Fort Worth","32.75","-97.34",NA,NA,NA,NA,NA,NA
"GaMNH","Ganzhou Museum of Natural History","China","NA","Ganzhou","25.95","114.93",NA,NA,NA,NA,NA,NA
"GBP","Gene Bank of Primates, German Primate Centre","Germany","Lower Saxony","NA","NA","NA",3,2,1,0,0,0
"GBW","Geologische Bundesanstalt in Wien","Austria","Vienna","Vienna","48.22","16.37",NA,NA,NA,NA,NA,NA
"GCP","Museo Paleontológico de Elche","Spain","NA","Elche","NA","NA",NA,NA,NA,NA,NA,NA
"GEC","Grupo de Exploraciones Científicas","Cuba","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"GEDPU","Geological Engineering Department at Pamukkale University","Turkey","NA","Denizli","37.78","29.08",NA,NA,NA,NA,NA,NA
"Geiseltal","Geiseltalmuseum","Germany","Saxony-Anhalt","Halle","51.482778000000003","11.969722000000001",NA,NA,NA,NA,NA,NA
"GEOBOL","Servicio Geológico de Bolivia","Bolivia","NA","La Paz","-16.5","-68.150000000000006",NA,NA,NA,NA,NA,NA
"GGM","Vernadsky State Geological Museum","Russia","NA","Moscow","55.75","37.619999999999997",NA,NA,NA,NA,NA,NA
"Ghent","Ghent University Museum","Belgium","NA","Ghent","NA","NA",1,1,0,0,0,0
"GHUNLPam","Facultad de Ciencias Exactas y Naturales, Universidad Nacional de La Pampa","Argentina","NA","Santa Rosa","-36.619999999999997","-64.3",NA,NA,NA,NA,NA,NA
"GIE","Guangdong Institute of Entomology","China","NA","Guangzhou","23.12","113.25",4,4,0,0,0,0
"GIN","Geological Institute of the Russian Academy of Sciences","Russia","NA","Moscow","55.75","37.619999999999997",1,1,0,0,0,0
"GINBF","Geological Institute, Siberian Branch of the Russian Academy of Sciences","Russia","NA","Ulan-Ude","51.83","107.62",NA,NA,NA,NA,NA,NA
"GIOTC","Gansu Industrial Occupational Technology College","China","NA","Tianshui","NA","NA",NA,NA,NA,NA,NA,NA
"GIUA","Geological Institute of the University of Athens","Greece","NA","Athens","37.979999999999997","23.73",1,1,0,0,0,0
"GIW","Geologisches Institut Würzburg","Germany","Bavaria","Würzburg","49.8","9.94",NA,NA,NA,NA,NA,NA
"GLAHM","Hunterian Museum","United Kingdom","NA","Glasgow","55.87","-4.2699999999999996",NA,NA,NA,NA,NA,NA
"GLGMV","Guilin Longshan Geological Museum","China","NA","Guilin","25.28","110.28",NA,NA,NA,NA,NA,NA
"GMB","Goldfuss-Museum Bonn","Germany","North Rhine-Westphalia","Bonn","50.73","7.1",1,1,0,0,0,0
"GMG","Geological Museum of Guangxi Zhuang Autonomous Region","China","NA","Nanning","22.82","108.32",NA,NA,NA,NA,NA,NA
"GMH","Geological Museum of Heilongjiang","China","NA","Harbin","45.75","126.65",NA,NA,NA,NA,NA,NA
"GMN","Geological Museum of Nanjing","China","NA","Nanjing","32.049999999999997","118.78",NA,NA,NA,NA,NA,NA
"GMOSU","Geological Museum, Ohio State University","United States","Ohio","Columbus","NA","NA",NA,NA,NA,NA,NA,NA
"GMSPGGI","Mining Museum of St. Petersburg State Mining Institute","Russia","NA","Saint Petersburg","59.93","30.32",NA,NA,NA,NA,NA,NA
"GMTSNUK","Geological Museum of Taras Shevchenko National University of Kyiv","Ukraine","NA","Kyiv","NA","NA",NA,NA,NA,NA,NA,NA
"GMUL","Geological Museum of the University of Lodz","Poland","NA","Lodz","51.77","19.46",NA,NA,NA,NA,NA,NA
"GMUNC","Departamento de Geociencias, Universidad Nacional de Colombia","Colombia","NA","Bogotá","4.63","-74.09",NA,NA,NA,NA,NA,NA
"GMV","National Geological Museum of China","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"GNHM","Gamagori Natural History Museum","Japan","NA","Gamagori","34.840000000000003","137.22999999999999",NA,NA,NA,NA,NA,NA
"GNMG","Grenada National Museum","Grenada","NA","NA","NA","NA",1,1,0,0,0,0
"GNMS","Göteborgs Naturhistoriska Museum","Sweden","NA","Göteborg","57.72","12.01",4,4,0,0,0,0
"GNMT","Georgian National Museum","Georgia","NA","Tbilisi","41.72","44.79",8,6,2,0,0,0
"GNS","Gruppo Naturalisti Salentini","Italy","NA","Lecce","40.36","18.16",NA,NA,NA,NA,NA,NA
"GNV","Nationalities Museum of Guangnan County","China","NA","Guangnan","NA","NA",NA,NA,NA,NA,NA,NA
"Goucher","Goucher College","United States","Maryland","Towson","39.4","-76.62",NA,NA,NA,NA,NA,NA
"GPI","Geologisch-Paläontologisches Institut Halle","Germany","Saxony-Anhalt","Halle","NA","NA",NA,NA,NA,NA,NA,NA
"GPIF","Geologisch-Paläontologisches Institut Freiburg","Germany","Baden-Württemberg","Freiburg","47.99","7.85",NA,NA,NA,NA,NA,NA
"GPIH","Geologisch-Paläontologisches Institut der Universität Hamburg","Germany","Hamburg","Hamburg","53.55","10",NA,NA,NA,NA,NA,NA
"GPIT","Universität Tübingen","Germany","Baden-Württemberg","Tübingen","48.53","9.06",NA,NA,NA,NA,NA,NA
"GPM","Gifu Prefectural Museum","Japan","NA","Seki","34.86","136.38999999999999",NA,NA,NA,NA,NA,NA
"GPMK","Geologisch-Paläontologisches Institut und Museum, Kiel","Germany","Schleswig-Holstein","Kiel","54.32","10.119999999999999",NA,NA,NA,NA,NA,NA
"GR","Ghost Ranch Ruth Hall Museum of Paleontology","United States","New Mexico","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Granada","Department of Stratigraphy and Paleontology, University of Granada","Spain","NA","Granada","37.17","-3.59",NA,NA,NA,NA,NA,NA
"GRDC","Geological Research and Development Center","Indonesia","NA","Bandung","-6.91","107.6",NA,NA,NA,NA,NA,NA
"GRPM","Grand Rapids Public Museum","United States","Michigan","Grand Rapids","42.96","-85.66",NA,NA,NA,NA,NA,NA
"GRS","Gem Research Swiss Laboratory","Switzerland","NA","Meggen","47.06","8.3800000000000008",NA,NA,NA,NA,NA,NA
"GSC","Geological Survey of Canada","Canada","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"GSDC","Geological Survey Department of Cyprus","Cyprus","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"GSDM","Gansu Dinosaur Museum","China","NA","Yangouxia","NA","NA",NA,NA,NA,NA,NA,NA
"GSFC","Goddard Space Flight Center","United States","Maryland","Greenbelt","NA","NA",NA,NA,NA,NA,NA,NA
"GSG","Geological Survey of Georgia","United States","Georgia (United States)","Atlanta","33.76","-84.42",NA,NA,NA,NA,NA,NA
"GSGM","Geological Museum of Gansu","China","NA","Lanzhou","36.049999999999997","103.68",NA,NA,NA,NA,NA,NA
"GSIC","Geological Survey of India, Calcutta","India","West Bengal","Calcutta","22.57","88.36",2,1,0,1,0,0
"GSIG","Geological Survey of India, Gandhinagar","India","Gujarat","Gandhinagar","23.3","72.63",NA,NA,NA,NA,NA,NA
"GSIN","Geological Survey of India, Nagpur","India","Maharashtra","Nagpur","21.16","79.08",1,1,0,0,0,0
"GSISRPAL","Geological Survey of India, Southern Region, Palaeontology Division","India","Telangana","Hyderabad","17.399999999999999","78.48",NA,NA,NA,NA,NA,NA
"GSJ","Geological Survey of Japan","Japan","NA","Tsukuba","36.21","140.09",NA,NA,NA,NA,NA,NA
"GSMRAS","Geological State Museum","Russia","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"GSMS","Georgia Southern Museum","United States","Georgia (United States)","Statesboro","NA","NA",NA,NA,NA,NA,NA,NA
"GSMUK","British Geological Survey","United Kingdom","NA","Keyworth","NA","NA",NA,NA,NA,NA,NA,NA
"GSN","Geological Survey of Namibia","Namibia","NA","Windhoek","-22.56","17.09",NA,NA,NA,NA,NA,NA
"GSP","Geological Survey of Pakistan","Pakistan","NA","Islamabad","33.72","73.06",NA,NA,NA,NA,NA,NA
"GSPUM","Geological Survey of Pakistan-University of Michigan collection","Pakistan","NA","Islamabad","33.72","73.06",NA,NA,NA,NA,NA,NA
"GSUB","Geowissenschaftliche Sammlung der Universität Bremen","Germany","Bremen","Bremen","53.08","8.81",NA,NA,NA,NA,NA,NA
"GSW","Shaanxi Nature Museum","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"GU","Department of Geology, H.N.B. Garhwal University","India","Uttarakhand","Srinagar","34.090000000000003","74.790000000000006",NA,NA,NA,NA,NA,NA
"GuMNH","Gunma Museum of Natural History","Japan","NA","Tomioka","36.26","138.9",NA,NA,NA,NA,NA,NA
"GUNU","Guizhou Normal University","China","NA","NA","NA","NA",4,4,0,0,0,0
"Guzmán-Gutiérrez collection","Collection of José Rubén Guzmán-Gutiérrez","Mexico","Aguascalientes","NA","NA","NA",NA,NA,NA,NA,NA,NA
"GXUA","Guangxi Agricultural University","China","NA","Nanning","22.82","108.32",NA,NA,NA,NA,NA,NA
"GZG","Institut und Museum für Geologie und Paläontologie der Georg-August-Universität Göttingen","Germany","Lower Saxony","Göttingen","51.53","9.92",NA,NA,NA,NA,NA,NA
"GZHU","Institute of Biodiversity in Huanan, Guangzhou University","China","NA","NA","NA","NA",3,3,0,0,0,0
"GZPM","Guizhou Provincial Museum","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HabMNH","Haboro Museum of Natural History","Japan","NA","Haboro","NA","NA",NA,NA,NA,NA,NA,NA
"HAL","Het Amsterdams Lyceum","Netherlands","NA","Amsterdam","52.37","4.8899999999999997",NA,NA,NA,NA,NA,NA
"HamMNH","Hamedan Museum of Natural History","Iran","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Harrison collection","David L. Harrison collection","United Kingdom","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HasM","Haslar Museum","United Kingdom","NA","Haslar","NA","NA",1,1,0,0,0,0
"HayMNH","Hayashibara Museum of Natural History","Japan","NA","Okayama","34.67","133.91999999999999",NA,NA,NA,NA,NA,NA
"HBS","Collection of H.B. Sherman","United States","Florida","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HC","Cook Museum of Natural History","United States","Nebraska","Agate","NA","NA",NA,NA,NA,NA,NA,NA
"HCS","Health Center, Sichuan","China","NA","NA","NA","NA",1,1,0,0,0,0
"HDZ","Henry Doorly Zoo","United States","Nebraska","Omaha","41.26","-96.01",1,1,0,0,0,0
"Heidelberg","Institute of Geology and Palaeontology, University of Heidelberg","Germany","Baden-Württemberg","Heidelberg","49.42","8.69",NA,NA,NA,NA,NA,NA
"HFC","Hancock Foundation Collection, University of Southern California","United States","California","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HFUT","Hefei University of Technology","China","NA","Hefei","31.85","117.28",NA,NA,NA,NA,NA,NA
"HGM","Henan Geological Museum","China","NA","Zhengzhou","34.75","113.67",NA,NA,NA,NA,NA,NA
"HGSP","Howard University – Geological Survey of Pakistan","Pakistan","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HGU","Hebei GEO University","China","NA","Shijiazhuang","38.049999999999997","114.48",1,1,0,0,0,0
"HLMD","Hessisches Landesmuseum Darmstadt","Germany","Hesse","Darmstadt","49.87","8.64",NA,NA,NA,NA,NA,NA
"HMBG","Heimatmuseum Burg Golling","Austria","Salzburg","Golling an der Salzach","NA","NA",NA,NA,NA,NA,NA,NA
"HMG","Hobetsu Museum","Japan","NA","Hobetsu","NA","NA",NA,NA,NA,NA,NA,NA
"HMH","Historical Museum of Hokkaido","Japan","NA","Sapporo","43.06","141.34",NA,NA,NA,NA,NA,NA
"HMNS","Houston Museum of Natural Science","United States","Texas","Houston","29.77","-95.39",NA,NA,NA,NA,NA,NA
"HMV","Hezheng Paleozoological Museum","China","NA","Chengguan","36.060600000000001","103.82680000000001",NA,NA,NA,NA,NA,NA
"HMX","Hami Museum","China","NA","Hami","42.8","93.45",NA,NA,NA,NA,NA,NA
"HNHM","Hungarian Natural History Museum","Hungary","NA","Budapest","47.51","19.079999999999998",50,39,0,11,0,0
"HNS","Haus der Natur","Austria","Salzburg","Salzburg","47.81","13.04",NA,NA,NA,NA,NA,NA
"HNSM","Hiwa Natural Science Museum","Japan","NA","Hiwa","NA","NA",NA,NA,NA,NA,NA,NA
"Hordijk collection","Collection of L.W. Hordijk","Netherlands","NA","Brielle","51.91","4.16",NA,NA,NA,NA,NA,NA
"HORSM","Horsham Museum","United Kingdom","NA","Horsham","51.07","-0.33",NA,NA,NA,NA,NA,NA
"Howell collection","Collection of A.B. Howell","United States","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HPCCPA","Hupeh Provincial Commission for Controlling and Preserving Antiquities","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HPG","Hupoge Amber Museum","China","NA","Tengchong","NA","NA",NA,NA,NA,NA,NA,NA
"HPM","Hrvatski Prirodoslovni Muzej","Croatia","NA","Zagreb","45.8","15.97",NA,NA,NA,NA,NA,NA
"HTbPm","Hongtao Fossil Museum","China","NA","Lingyuan","41.25","119.39",NA,NA,NA,NA,NA,NA
"Huila","Museo Regional da Huila","Angola","NA","Lubango","-14.91","13.49",NA,NA,NA,NA,NA,NA
"HUJ","Hebrew University of Jerusalem","Israel","NA","Jerusalem","31.78","35.22",1,1,0,0,0,0
"HUTE","Hyugo University of Teacher Education","Japan","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"HYH","Hejiagou","China","NA","Yunxian","NA","NA",NA,NA,NA,NA,NA,NA
"HYM","Heyuan Museum","China","NA","Heyuan","NA","NA",NA,NA,NA,NA,NA,NA
"HZM","Harrison Institute","United Kingdom","NA","Sevenoaks","51.28","0.18",12,12,0,0,0,0
"IAA","Instituto Antártico Argentino","Argentina","NA","Buenos Aires","-34.61","-58.37",NA,NA,NA,NA,NA,NA
"IAES","Institute of Archeology and Ethnography of the Siberian branch of the Academy of Sciences","Russia","NA","Novosibirsk","55.04","82.93",NA,NA,NA,NA,NA,NA
"IAH","Institute of Archaeology, Hanoi","Vietnam","NA","Hanoi","NA","NA",NA,NA,NA,NA,NA,NA
"IAM","Ice Age Museum","Russia","NA","Moscow","55.75","37.619999999999997",NA,NA,NA,NA,NA,NA
"IANIGLA","Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales","Argentina","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"IAvH","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt","Colombia","NA","Villa de Leyva","NA","NA",2,1,0,0,1,0
"IBCAS","Institute of Botany, Chinese Academy of Sciences","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"IBEF","Izumi Board of Education","Japan","NA","Izumi","NA","NA",NA,NA,NA,NA,NA,NA
"IBIGEO","Colección Paleontología Instituto de Bio y Geociencias del Noroeste Argentino","Argentina","NA","Rosario de Lerma","NA","NA",NA,NA,NA,NA,NA,NA
"IBSS","Institute of Biology and Soil Science, Far East Branch of the Russian Academy of Sciences","Russia","NA","Vladivostok","43.13","131.9",2,2,0,0,0,0
"ICA","Indonesian Centre for Archaeology","Indonesia","NA","Jakarta","-6.18","106.83",NA,NA,NA,NA,NA,NA
"ICDS","Institute of Chinese Drugs of Sichuan","China","NA","NA","NA","NA",1,1,0,0,0,0
"ICIPLR","Centro de Interpretación Paleontológico de La Rioja","Spain","NA","Igea","NA","NA",NA,NA,NA,NA,NA,NA
"ICN","Instituto de Ciencias Naturales, Universidad Nacional de Colombia","Colombia","NA","Bogotá","4.7111109999999998","-74.072221999999996",19,19,0,0,0,0
"ICP","Institut Català de Paleontologia Miquel Crusafont","Spain","NA","Sabadell","41.55","2.1",NA,NA,NA,NA,NA,NA
"ICT","Institut Catholique de Toulouse","France","NA","Toulouse","43.62","1.45",NA,NA,NA,NA,NA,NA
"IDSM","Mamirauá Institute for Sustainable Development","Brazil","Amazonas","NA","NA","NA",2,2,0,0,0,0
"IEBR","Institute of Ecology and Biological Resources","Vietnam","NA","Hanoi","NA","NA",13,13,0,0,0,0
"IEBSAS","Institute for Ecology and Biogeography of the Serbian Academy of Sciences","Serbia","NA","NA","NA","NA",2,2,0,0,0,0
"IEI","Institut d'Estudis Ilerdencs","Spain","NA","Lleida","41.62","0.63",NA,NA,NA,NA,NA,NA
"IES","Instituto de Ecología y Sistemática","Cuba","NA","Havana","23.136666999999999","-82.358889000000005",16,16,0,0,0,0
"IFAN","Institut français de l'Afrique noire","Senegal","NA","NA","NA","NA",1,1,0,0,0,0
"IFG","Hennig collection","Argentina","NA","NA","NA","NA",2,2,0,0,0,0
