"id","link","label","name","comment","city","location_link","location","state","country","hesperomys_num_type_specimens","museum_city_latitude","museum_city_longitude"
469,"http://hesperomys.com/c/469","AAM","Al Ain Museum","NA","Abu Dhabi","http://hesperomys.com/r/185","United Arab Emirates","NA","United Arab Emirates",1,"24.48","54.37"
811,"http://hesperomys.com/c/811","ABDSP","Anza-Borrego Desert State Park","NA","Borrego Springs","http://hesperomys.com/r/949","San Diego County, California","California","United States",9,"NA","NA"
386,"http://hesperomys.com/c/386","Abe collection","Collection of Y. Abe","At least part of this collection destroyed by fire in 1945 {Mammalia-named by Japanese.pdf}.","NA","http://hesperomys.com/r/85","Japan","NA","Japan",3,"NA","NA"
968,"http://hesperomys.com/c/968","ACAP","Association Culturelle, Archéologique et Paléontologie de l'Ouest Biterrois","NA","Cruzy","http://hesperomys.com/r/1983","Hérault","NA","France",2,"NA","NA"
206,"http://hesperomys.com/c/206","ACC","Academia de Ciencias de Cuba","NA","NA","http://hesperomys.com/r/43","Cuba","NA","Cuba",0,"NA","NA"
153,"http://hesperomys.com/c/153","ACM","Amherst College Museum","NA","Amherst","http://hesperomys.com/r/3558","Hampshire County, Massachusetts","Massachusetts","United States",79,"42.383333","-72.516666999999998"
1518,"http://hesperomys.com/c/1518","AEHM","Amur Natural History Museum","NA","Blagoveshensk","http://hesperomys.com/r/693","Amur Oblast","NA","Russia",5,"NA","NA"
1039,"http://hesperomys.com/c/1039","AEIM","Amur Natural History Museum","NA","Amursk","http://hesperomys.com/r/717","Khabarovsk Krai","NA","Russia",1,"50.22","136.9"
676,"http://hesperomys.com/c/676","AFU","Al Fateh University","NA","Tripoli","http://hesperomys.com/r/100","Libya","NA","Libya",18,"32.869999999999997","13.18"
930,"http://hesperomys.com/c/930","AGB","Anhui Geological Museum","NA","Hefei","http://hesperomys.com/r/267","Anhui","NA","China",11,"31.85","117.28"
1506,"http://hesperomys.com/c/1506","AHF","Allan Hancock Foundation","NA","Santa Maria","http://hesperomys.com/r/954","Santa Barbara County, California","California","United States",2,"34.94","-120.44"
1419,"http://hesperomys.com/c/1419","AHNU","Anhui Normal University","NA","Wuhu","http://hesperomys.com/r/267","Anhui","NA","China",4,"31.35","118.37"
293,"http://hesperomys.com/c/293","AHUB","Department of Biology, Anhui University","NA","NA","http://hesperomys.com/r/267","Anhui","NA","China",7,"NA","NA"
1368,"http://hesperomys.com/c/1368","Aichi","Aichi University","NA","NA","http://hesperomys.com/r/4361","Aichi Prefecture","NA","Japan",1,"NA","NA"
295,"http://hesperomys.com/c/295","AIM","Auckland Institute and Museum","NA","Auckland","http://hesperomys.com/r/127","New Zealand","NA","New Zealand",3,"-36.85","174.76"
350,"http://hesperomys.com/c/350","AIMZ","Anthropological Institute and Museum of the University of Zürich","NA","Zürich","http://hesperomys.com/r/4098","Zürich","NA","Switzerland",2,"47.38","8.5399999999999991"
1159,"http://hesperomys.com/c/1159","AK","Museum of Anatolian Civilizations","NA","Ankara","http://hesperomys.com/r/180","Turkey","NA","Turkey",4,"39.93","32.85"
196,"http://hesperomys.com/c/196","ALP","Coleção Adriano Lúcio Peracchi, Laboratório de Mastozoologia, Universidade Federal Rural do Rio de Janeiro","NA","NA","http://hesperomys.com/r/386","Rio de Janeiro","Rio de Janeiro","Brazil",3,"NA","NA"
44,"http://hesperomys.com/c/44","AM","Australian Museum","NA","Sydney","http://hesperomys.com/r/254","New South Wales","New South Wales","Australia",284,"-33.869999999999997","151.21"
376,"http://hesperomys.com/c/376","ÄM","Ägyptisches Museum","NA","Berlin","http://hesperomys.com/r/777","Berlin","Berlin","Germany",1,"52.52","13.38"
628,"http://hesperomys.com/c/628","AMA","Académie Malgache","NA","Antananarivo","http://hesperomys.com/r/105","Madagascar","NA","Madagascar",4,"-18.89","47.51"
428,"http://hesperomys.com/c/428","AMG","Albany Museum, Grahamstown","NA","Grahamstown","http://hesperomys.com/r/4344","Eastern Cape","NA","South Africa",12,"-33.299999999999997","26.52"
1,"http://hesperomys.com/c/1","AMNH","American Museum of Natural History","NA","New York","http://hesperomys.com/r/3635","New York County, New York","New York","United States",3328,"40.67","-73.94"
543,"http://hesperomys.com/c/543","AMP","Ashoro Museum of Paleontology","NA","Ashoro","http://hesperomys.com/r/4354","Hokkaido","NA","Japan",6,"NA","NA"
682,"http://hesperomys.com/c/682","AMPG","Museum of Palaeontology and Geology of the National and Kapodistrian University of Athens","NA","Athens","http://hesperomys.com/r/4263","Attica","NA","Greece",29,"37.979999999999997","23.73"
712,"http://hesperomys.com/c/712","AMU","Collection of Vertebrate Palaeontology of the Alcaldía de Urumaco, Estado Falcón","NA","Urumaco","http://hesperomys.com/r/4329","Falcón","Falcón","Venezuela",12,"NA","NA"
548,"http://hesperomys.com/c/548","AMZR","Azov Museum","NA","Azov","http://hesperomys.com/r/747","Rostov Oblast","NA","Russia",1,"47.11","39.409999999999997"
60,"http://hesperomys.com/c/60","ANSP","Academy of Natural Sciences of Philadelphia","NA","Philadelphia","http://hesperomys.com/r/3500","Philadelphia County, Pennsylvania","Pennsylvania","United States",417,"40.01","-75.13"
1251,"http://hesperomys.com/c/1251","Antunes collection","Collection of M. Telles Antunes","NA","Monte de Caparica","http://hesperomys.com/r/141","Portugal","NA","Portugal",1,"NA","NA"
173,"http://hesperomys.com/c/173","ANWC","Australian National Wildlife Collection","NA","Canberra","http://hesperomys.com/r/617","Australian Capital Territory","NA","Australia",6,"-35.31","149.13"
1009,"http://hesperomys.com/c/1009","AODF","Australian Age of Dinosaurs","NA","Winton","http://hesperomys.com/r/253","Queensland","Queensland","Australia",5,"NA","NA"
798,"http://hesperomys.com/c/798","APM","Anhui Paleontological Museum","NA","NA","http://hesperomys.com/r/267","Anhui","NA","China",1,"NA","NA"
279,"http://hesperomys.com/c/279","Arredondo collection","Collection of Óscar Arredondo de la Mata","NA","NA","http://hesperomys.com/r/43","Cuba","NA","Cuba",3,"NA","NA"
237,"http://hesperomys.com/c/237","Arrisdrift collection","Arrisdrift collection","{Afrosoricida, Lipotyphla Namibia Arrisdrift M Miocene.pdf} gives no data about where their specimens are deposited. Presumably the collection is in Namibia or France.","NA","http://hesperomys.com/r/625","Earth","NA","NA",1,"NA","NA"
1550,"http://hesperomys.com/c/1550","ASB","Asiatic Society of Bengal","NA","Calcutta","http://hesperomys.com/r/327","West Bengal","West Bengal","India",0,"22.57","88.36"
1026,"http://hesperomys.com/c/1026","ASDM","Arizona-Sonora Desert Museum","NA","Tucson","http://hesperomys.com/r/1544","Pima County, Arizona","Arizona","United States",1,"32.200000000000003","-110.89"
1564,"http://hesperomys.com/c/1564","ASRU","Academy of Sciences of the Republic of Uzbekistan","NA","Tashkent","http://hesperomys.com/r/189","Uzbekistan","NA","Uzbekistan",1,"41.31","69.3"
630,"http://hesperomys.com/c/630","ATCC","American Type Culture Collection","NA","NA","http://hesperomys.com/r/187","United States","NA","United States",1,"NA","NA"
882,"http://hesperomys.com/c/882","AUH","Abu Dhabi Tourism and Culture Authority","NA","Abu Dhabi","http://hesperomys.com/r/185","United Arab Emirates","NA","United Arab Emirates",3,"24.48","54.37"
1388,"http://hesperomys.com/c/1388","AUNZ","University of Auckland","NA","Auckland","http://hesperomys.com/r/127","New Zealand","NA","New Zealand",1,"-36.85","174.76"
1020,"http://hesperomys.com/c/1020","AUP","Aberdeen University","NA","Aberdeen","http://hesperomys.com/r/343","Scotland","NA","United Kingdom",4,"57.15","-2.1"
1437,"http://hesperomys.com/c/1437","AUZC","Al-Azhar University Zoological Collection","NA","Cairo","http://hesperomys.com/r/52","Egypt","NA","Egypt",1,"30.06","31.25"
1414,"http://hesperomys.com/c/1414","AZM","Australian Zoological Museum","NA","Katoomba","http://hesperomys.com/r/254","New South Wales","New South Wales","Australia",4,"NA","NA"
1461,"http://hesperomys.com/c/1461","BADL","Badlands National Park","NA","Interior","http://hesperomys.com/r/1005","Jackson County, South Dakota","South Dakota","United States",1,"NA","NA"
85,"http://hesperomys.com/c/85","BAFC","Bureau of Archaeology Fossil Collection","Acronym is arbitrary","NA","http://hesperomys.com/r/162","South Africa","NA","South Africa",2,"NA","NA"
1341,"http://hesperomys.com/c/1341","BAMZ","Bermuda Aquarium, Natural History Museum and Zoo","NA","NA","http://hesperomys.com/r/211","Bermuda","NA","Bermuda",1,"NA","NA"
1300,"http://hesperomys.com/c/1300","Barlocher collection","Collection of Federico Barlocher","NA","Lugano","http://hesperomys.com/r/4118","Ticino","NA","Switzerland",1,"46.01","8.94"
443,"http://hesperomys.com/c/443","BAS","Bulgarian Academy of Sciences","Zoological Institute. In Sofia.","Sofia","http://hesperomys.com/r/26","Bulgaria","NA","Bulgaria",5,"42.69","23.31"
654,"http://hesperomys.com/c/654","BATGM","Bath Geological Museum","NA","Bath","http://hesperomys.com/r/4175","North Somerset","NA","United Kingdom",3,"51.39","-2.38"
299,"http://hesperomys.com/c/299","Bauer collection","Collection of Kurt Bauer","NA","NA","http://hesperomys.com/r/10","Austria","NA","Austria",1,"NA","NA"
1267,"http://hesperomys.com/c/1267","BCM","Bethany College Museum","NA","Lindsborg","http://hesperomys.com/r/1770","McPherson County, Kansas","Kansas","United States",1,"NA","NA"
1444,"http://hesperomys.com/c/1444","BDM","Badlands Dinosaur Museum","NA","Dickinson","http://hesperomys.com/r/1940","Stark County, North Dakota","North Dakota","United States",2,"NA","NA"
391,"http://hesperomys.com/c/391","BeMNH","Beijing Museum of Natural History","NA","Beijing","http://hesperomys.com/r/268","Beijing","NA","China",24,"39.93","116.4"
1098,"http://hesperomys.com/c/1098","BENC","Benemérita Escuela Normal de Coahuila","NA","NA","http://hesperomys.com/r/401","Coahuila","Coahuila","Mexico",1,"NA","NA"
1296,"http://hesperomys.com/c/1296","Bernstein","Deutsches Bernsteinmuseum","NA","Ribnitz-Damgarten","http://hesperomys.com/r/783","Mecklenburg-Vorpommern","Mecklenburg-Vorpommern","Germany",1,"54.24","12.43"
1238,"http://hesperomys.com/c/1238","Berro collection","Collection of Alejandro C. Berro","NA","NA","http://hesperomys.com/r/188","Uruguay","NA","Uruguay",3,"NA","NA"
104,"http://hesperomys.com/c/104","BGS","British Geological Survey","NA","London","http://hesperomys.com/r/4190","Middlesex","NA","United Kingdom",5,"51.52","-0.1"
738,"http://hesperomys.com/c/738","BHI","Black Hills Institute of Geological Research","NA","Hill City","http://hesperomys.com/r/1021","Pennington County, South Dakota","South Dakota","United States",3,"NA","NA"
1196,"http://hesperomys.com/c/1196","BIOPS","Babiarz Institute of Paleontological Studies","NA","Mesa","http://hesperomys.com/r/1541","Maricopa County, Arizona","Arizona","United States",1,"33.42","-111.74"
242,"http://hesperomys.com/c/242","BIZ","Beijing Institute of Zoology, Academia Sinica","NA","Beijing","http://hesperomys.com/r/268","Beijing","NA","China",145,"39.93","116.4"
937,"http://hesperomys.com/c/937","BLM","Brielle Local Museum","NA","Brielle","http://hesperomys.com/r/4247","South Holland","NA","Netherlands",1,"51.91","4.16"
353,"http://hesperomys.com/c/353","Bloeker collection","Collection of Jack C. von Bloeker, Jr.","NA","NA","http://hesperomys.com/r/913","Alameda County, California","California","United States",0,"NA","NA"
1068,"http://hesperomys.com/c/1068","BMB","Booth Museum of Natural History","NA","Brighton","http://hesperomys.com/r/4183","East Sussex","NA","United Kingdom",1,"50.83","-0.15"
1136,"http://hesperomys.com/c/1136","BMK","Stift Kremsmünster","A Benedictine monastery","Kremsmünster","http://hesperomys.com/r/4126","Upper Austria","Upper Austria","Austria",1,"48.05","14.12"
975,"http://hesperomys.com/c/975","BMMS","Bürgermeister-Müller-Museum","NA","Solnhofen","http://hesperomys.com/r/776","Bavaria","Bavaria","Germany",3,"NA","NA"
5,"http://hesperomys.com/c/5","BMNH","British Museum of Natural History","Also British Museum (Natural History) or Natural History Museum","London","http://hesperomys.com/r/4190","Middlesex","NA","United Kingdom",7027,"51.52","-0.1"
341,"http://hesperomys.com/c/341","BMNHC","Burke Museum of Natural History and Culture","NA","Seattle","http://hesperomys.com/r/1647","King County, Washington","Washington","United States",9,"47.62","-122.35"
351,"http://hesperomys.com/c/351","BNHC","Bhutan Natural History Collection","NA","NA","http://hesperomys.com/r/20","Bhutan","NA","Bhutan",1,"NA","NA"
157,"http://hesperomys.com/c/157","BNHS","Bombay Natural History Society","NA","Mumbai","http://hesperomys.com/r/314","Maharashtra","Maharashtra","India",15,"NA","NA"
1108,"http://hesperomys.com/c/1108","BNM","Bündner Naturmuseum","NA","Chur","http://hesperomys.com/r/4115","Graubünden","NA","Switzerland",1,"46.86","9.5299999999999994"
492,"http://hesperomys.com/c/492","BNMM","National Museum of Botswana","NA","NA","http://hesperomys.com/r/23","Botswana","NA","Botswana",1,"NA","NA"
1445,"http://hesperomys.com/c/1445","BNMNH","Bayannur Museum of Natural History","NA","Bayannur","http://hesperomys.com/r/282","Inner Mongolia","NA","China",1,"NA","NA"
1073,"http://hesperomys.com/c/1073","BNSS","Bournemouth Natural Science Society","NA","Bournemouth","http://hesperomys.com/r/4180","South Hampshire","NA","United Kingdom",1,"50.73","-1.88"
342,"http://hesperomys.com/c/342","Bohmann collection","Collection of Bohmann","Now perhaps in ZMB?","NA","http://hesperomys.com/r/64","Germany","NA","Germany",2,"NA","NA"
539,"http://hesperomys.com/c/539","Bologna","Museo Giovanni Capellini dell'Università di Bologna","NA","Bologna","http://hesperomys.com/r/4082","Emilia-Romagna","NA","Italy",8,"44.5","11.34"
1551,"http://hesperomys.com/c/1551","Bonhote","Collection of J.L. Bonhote","NA","NA","http://hesperomys.com/r/341","England","NA","United Kingdom",2,"NA","NA"
924,"http://hesperomys.com/c/924","BP","Bursa-Paşalar collection, Paşalar Excavation Site","NA","Mustafakemalpaşa","http://hesperomys.com/r/180","Turkey","NA","Turkey",2,"40.049999999999997","28.41"
45,"http://hesperomys.com/c/45","BPBM","Bernice P. Bishop Museum","NA","Honolulu","http://hesperomys.com/r/437","Hawaii","Hawaii","United States",28,"21.32","-157.80000000000001"
82,"http://hesperomys.com/c/82","BPI","Bernard Price Institute, University of the Witwatersrand","NA","Johannesburg","http://hesperomys.com/r/4346","Gauteng","NA","South Africa",42,"-26.19","28.04"
949,"http://hesperomys.com/c/949","BPMC","Beipiao Pterosaur Museum of China","NA","Beipiao","http://hesperomys.com/r/286","Liaoning","NA","China",6,"41.81","120.76"
1211,"http://hesperomys.com/c/1211","Braillon collection","Collection of Jean Braillon","NA","Beauvais","http://hesperomys.com/r/2009","Oise","NA","France",1,"49.43","2.09"
102,"http://hesperomys.com/c/102","BRLSI","Bath Royal Literary and Scientific Institution","NA","Bath","http://hesperomys.com/r/4175","North Somerset","NA","United Kingdom",2,"51.39","-2.38"
1298,"http://hesperomys.com/c/1298","Brno","Department of Geological Sciences, Masaryk University, Brno","NA","Brno","http://hesperomys.com/r/45","Czech Republic","NA","Czech Republic",8,"49.2","16.61"
105,"http://hesperomys.com/c/105","BRSUG","Geology Museum, University of Bristol","Formerly UBGM","Bristol","http://hesperomys.com/r/4175","North Somerset","NA","United Kingdom",18,"51.46","-2.6"
47,"http://hesperomys.com/c/47","BSPG","Bayerische Staatssammlung für Paläontologie und historische Geologie","NA","München","http://hesperomys.com/r/776","Bavaria","Bavaria","Germany",309,"48.137500000000003","11.574999999999999"
1183,"http://hesperomys.com/c/1183","BUMP","Boston University/Uganda Museum/Makerere University Paleontology Expeditions","NA","Boston","http://hesperomys.com/r/3563","Suffolk County, Massachusetts","Massachusetts","United States",1,"42.34","-71.02"
620,"http://hesperomys.com/c/620","Burgos","Museo de Burgos","NA","Burgos","http://hesperomys.com/r/4033","Burgos","NA","Spain",1,"42.35","-3.69"
1117,"http://hesperomys.com/c/1117","BXGM","Benxi Geological Museum","NA","NA","http://hesperomys.com/r/286","Liaoning","NA","China",2,"NA","NA"
551,"http://hesperomys.com/c/551","BYU","Brigham Young University","NA","Provo","http://hesperomys.com/r/1573","Utah County, Utah","Utah","United States",24,"40.25","-111.64"
332,"http://hesperomys.com/c/332","BZL","Biologiezentrum Linz","NA","Linz","http://hesperomys.com/r/4126","Upper Austria","Upper Austria","Austria",10,"48.31","14.29"
417,"http://hesperomys.com/c/417","Cabrera collection","Collection of Angel Cabrera","NA","NA","http://hesperomys.com/r/810","Madrid","NA","Spain",0,"NA","NA"
1063,"http://hesperomys.com/c/1063","CABV","Colección Aznárez","NA","Bella Vista","http://hesperomys.com/r/188","Uruguay","NA","Uruguay",2,"NA","NA"
439,"http://hesperomys.com/c/439","CACM","Col·lecció Alcover, Ciutat de Mallorca","NA","Mallorca","http://hesperomys.com/r/4065","Mallorca","NA","Spain",2,"NA","NA"
1010,"http://hesperomys.com/c/1010","Caen","Université de Caen-Normandie","NA","Caen","http://hesperomys.com/r/1962","Calvados","NA","France",1,"49.19","-0.36"
760,"http://hesperomys.com/c/760","CAGS","Chinese Academy of Geological Sciences, Institute of Geology","NA","Beijing","http://hesperomys.com/r/268","Beijing","NA","China",18,"39.93","116.4"
632,"http://hesperomys.com/c/632","CAJ","Centre for Archaeology","NA","Jakarta","http://hesperomys.com/r/496","Java","NA","Indonesia",2,"-6.18","106.83"
624,"http://hesperomys.com/c/624","CAMSM","Sedgwick Museum of Earth Sciences","NA","Cambridge","http://hesperomys.com/r/4198","Cambridgeshire","NA","United Kingdom",52,"52.21","0.13"
1527,"http://hesperomys.com/c/1527","CAPA","Colégio Anchieta","NA","Porto Alegre","http://hesperomys.com/r/388","Rio Grande do Sul","Rio Grande do Sul","Brazil",1,"-30.04","-51.22"
909,"http://hesperomys.com/c/909","CAPPA","Centro de Apoio à Pesquisa Paleontológica da Quarta Colônia","NA","São João do Polêsine","http://hesperomys.com/r/388","Rio Grande do Sul","Rio Grande do Sul","Brazil",9,"NA","NA"
325,"http://hesperomys.com/c/325","CAS","California Academy of Sciences","NA","San Francisco","http://hesperomys.com/r/950","San Francisco County, California","California","United States",57,"37.770000000000003","-122.45"
1335,"http://hesperomys.com/c/1335","Case collection","Collection of Judd A. Case","NA","Cheney","http://hesperomys.com/r/1662","Spokane County, Washington","Washington","United States",0,"NA","NA"
512,"http://hesperomys.com/c/512","CAWC","Central Australian Wildlife Collection","Collection transferred to MAGNT in 1985; see {MAGNT-types (Horner 1999).pdf} p. 56.","Alice Springs","http://hesperomys.com/r/250","Northern Territory","NA","Australia",0,"-23.7","133.87"
28,"http://hesperomys.com/c/28","CBF","Colección Boliviana de Fauna","NA","NA","http://hesperomys.com/r/21","Bolivia","NA","Bolivia",5,"NA","NA"
74,"http://hesperomys.com/c/74","CBK","C. Boden Kloss collection","Now largely (entirely?) in BMNH","NA","http://hesperomys.com/r/492","Peninsular Malaysia","NA","Malaysia",5,"NA","NA"
1162,"http://hesperomys.com/c/1162","CBM","Natural History Museum and Institute, Chiba","NA","Chiba","http://hesperomys.com/r/4382","Chiba Prefecture","NA","Japan",2,"35.61","140.11000000000001"
1507,"http://hesperomys.com/c/1507","CCA","Colección Cementos Avellaneda","NA","Olavarría","http://hesperomys.com/r/345","Buenos Aires","NA","Argentina",1,"-36.9","-60.33"
872,"http://hesperomys.com/c/872","CCM","Carter County Museum","NA","Ekaleka","http://hesperomys.com/r/1196","Carter County, Montana","Montana","United States",1,"NA","NA"
862,"http://hesperomys.com/c/862","CCMGE","Chernyshev's Central Museum of Geological Exploration","NA","Saint Petersburg","http://hesperomys.com/r/749","Saint Petersburg","NA","Russia",60,"59.93","30.32"
692,"http://hesperomys.com/c/692","CCNHM","Natural History Museum, College of Charleston","NA","Charleston","http://hesperomys.com/r/3286","Charleston County, South Carolina","South Carolina","United States",6,"NA","NA"
1091,"http://hesperomys.com/c/1091","CCNIBG","Cátedra de Ciencias Naturales I.B. de Getafe","NA","Getafe","http://hesperomys.com/r/810","Madrid","NA","Spain",1,"40.299999999999997","-3.73"
1537,"http://hesperomys.com/c/1537","CCNU","Central China Normal University","NA","Wuhan","http://hesperomys.com/r/280","Hubei","NA","China",1,"30.58","114.27"
1535,"http://hesperomys.com/c/1535","CCU","Center of Collective Use ""Collection GEOCHRON"", Institute of Petroleum Geology and Geophysics, Siberian Branch of the Russian Academy of Sciences","NA","Novosibirsk","http://hesperomys.com/r/739","Novosibirsk Oblast","NA","Russia",2,"55.04","82.93"
973,"http://hesperomys.com/c/973","CDPC","Changzhou Dinosaur Park of China","NA","Changzhou","http://hesperomys.com/r/283","Jiangsu","NA","China",2,"31.78","119.97"
56,"http://hesperomys.com/c/56","CDPH","Centro di Documentazione Paleontologica Hoplitomeryx","NA","Scontrone","http://hesperomys.com/r/4076","Abruzzo","NA","Italy",7,"NA","NA"
211,"http://hesperomys.com/c/211","CEBIOMAS","Centro de Ecología y Biodiversidad","NA","Lima","http://hesperomys.com/r/138","Peru","NA","Peru",2,"-12.07","-77.05"
619,"http://hesperomys.com/c/619","CEESV","Key Laboratory of Western China's Environmental Systems (Ministry of Education), College of Earth and Environmental Sciences, Lanzhou University","NA","Lanzhou","http://hesperomys.com/r/271","Gansu","NA","China",1,"36.049999999999997","103.68"
448,"http://hesperomys.com/c/448","CEM","Colección Elio Massoia","{Bibimys-review.pdf}","NA","http://hesperomys.com/r/7","Argentina","NA","Argentina",0,"NA","NA"
1153,"http://hesperomys.com/c/1153","CENDIA","Centro Dominicano de Investigaciones Antropológicas","NA","NA","http://hesperomys.com/r/49","Dominican Republic","NA","Dominican Republic",1,"NA","NA"
1116,"http://hesperomys.com/c/1116","CENPALEO","Centro Paleontológico, Universidade do Contestado","NA","Mafra","http://hesperomys.com/r/391","Santa Catarina","Santa Catarina","Brazil",3,"-26.11","-49.81"
1553,"http://hesperomys.com/c/1553","CES","Central Ecological Station","NA","Moscow","http://hesperomys.com/r/732","Moscow","NA","Russia",2,"55.75","37.619999999999997"
701,"http://hesperomys.com/c/701","CEUM","Utah State University Eastern Prehistoric Museum","NA","Price","http://hesperomys.com/r/1552","Carbon County, Utah","Utah","United States",6,"NA","NA"
1205,"http://hesperomys.com/c/1205","CFA","Colección de Mastozoología, Fundación de Historia Natural ""Félix de Azara""","NA","Buenos Aires","http://hesperomys.com/r/345","Buenos Aires","NA","Argentina",29,"-34.61","-58.37"
971,"http://hesperomys.com/c/971","CFDC","Canadian Fossil Discovery Centre","NA","Morden","http://hesperomys.com/r/480","Manitoba","NA","Canada",2,"49.18","-98.1"
1158,"http://hesperomys.com/c/1158","CGC","Cosimo de Giorgi Collection of the Museum of the Technical Institute, Lecce","NA","Lecce","http://hesperomys.com/r/4078","Apulia","NA","Italy",1,"40.36","18.16"
541,"http://hesperomys.com/c/541","CGJVP","Centro de Geociencias Juriquilla Vertebrate Paleontology collection","NA","Juriquilla","http://hesperomys.com/r/416","Querétaro","Querétaro","Mexico",1,"NA","NA"
9,"http://hesperomys.com/c/9","CGM","Geological Museum, Cairo","NA","Cairo","http://hesperomys.com/r/52","Egypt","NA","Egypt",125,"30.06","31.25"
357,"http://hesperomys.com/c/357","CHAS","Chicago Academy of Sciences","NA","Chicago","http://hesperomys.com/r/2591","Cook County, Illinois","Illinois","United States",2,"41.84","-87.68"
1316,"http://hesperomys.com/c/1316","Chinchilla","Chinchilla Museum Collection","NA","Chinchilla","http://hesperomys.com/r/253","Queensland","Queensland","Australia",0,"NA","NA"
120,"http://hesperomys.com/c/120","ChM","Charleston Museum","NA","Charleston","http://hesperomys.com/r/3286","Charleston County, South Carolina","South Carolina","United States",16,"NA","NA"
1044,"http://hesperomys.com/c/1044","CHMO","Museo Provincial de Ciencias Naturales y Oceanografía","NA","Puerto Madryn","http://hesperomys.com/r/348","Chubut","NA","Argentina",0,"-42.77","-65.040000000000006"
250,"http://hesperomys.com/c/250","CIB","Centro de Investigaciones Biológicas del Noroeste","NA","NA","http://hesperomys.com/r/397","Baja California Sur","Baja California Sur","Mexico",5,"NA","NA"
1519,"http://hesperomys.com/c/1519","CIC","Colección Paleontológica del Centro INAH","NA","NA","http://hesperomys.com/r/401","Coahuila","Coahuila","Mexico",1,"NA","NA"
593,"http://hesperomys.com/c/593","CICYTTP","Centro de Investigaciones Científicas y Transferencia de Tecnología a la Producción","NA","Diamante","http://hesperomys.com/r/351","Entre Ríos","NA","Argentina",2,"NA","NA"
1140,"http://hesperomys.com/c/1140","Cincinnati","Cincinnati Museum Center, Museum of Natural History and Science","NA","Cincinnati","http://hesperomys.com/r/2800","Hamilton County, Ohio","Ohio","United States",1,"39.14","-84.51"
1142,"http://hesperomys.com/c/1142","CIP","Centro de Investigaciones Paleontológicas","NA","Boyacá","http://hesperomys.com/r/4281","Boyacá Department","NA","Colombia",2,"NA","NA"
168,"http://hesperomys.com/c/168","CIT","California Institute of Technology","Caltech had an active paleontological and mammalogical program in the 1930s, but later its collection was transferred to other institutions. The fossils went to LACM, where they still bear CIT catalog numbers. Extant mammals instead went to UCLA, where they received new catalog numbers.","Pasadena","http://hesperomys.com/r/931","Los Angeles County, California","California","United States",0,"NA","NA"
1498,"http://hesperomys.com/c/1498","CJPM","Chaoyang Jizantang Paleontological Museum","NA","Chaoyang","http://hesperomys.com/r/286","Liaoning","NA","China",1,"NA","NA"
1404,"http://hesperomys.com/c/1404","CL","Cagliari University","NA","Cagliari","http://hesperomys.com/r/687","Sardinia","NA","Italy",1,"39.22","9.1"
1321,"http://hesperomys.com/c/1321","CLGPR","Chongqing Laboratory of Geoheritage Protection and Research","NA","Chongqing","http://hesperomys.com/r/269","Chongqing","NA","China",5,"29.57","106.58"
43,"http://hesperomys.com/c/43","CM","Carnegie Museum of Natural History","NA","Pittsburgh","http://hesperomys.com/r/3451","Allegheny County, Pennsylvania","Pennsylvania","United States",435,"40.44","-79.98"
1304,"http://hesperomys.com/c/1304","ÇM","Çankırı Museum","NA","Çankırı","http://hesperomys.com/r/180","Turkey","NA","Turkey",2,"40.61","33.619999999999997"
1521,"http://hesperomys.com/c/1521","CMC","Colección Museográfica de Cinctorres","NA","Cinctorres","http://hesperomys.com/r/4036","Castellón","NA","Spain",1,"NA","NA"
1347,"http://hesperomys.com/c/1347","CME","Chiang Muan Mine Museum","NA","NA","http://hesperomys.com/r/175","Thailand","NA","Thailand",1,"NA","NA"
185,"http://hesperomys.com/c/185","CMI","Colección Mastozoológica, Instituto Argentino de Investigaciones de Zonas Aridas","NA","NA","http://hesperomys.com/r/356","Mendoza","NA","Argentina",10,"NA","NA"
1557,"http://hesperomys.com/c/1557","CMIN","Colección de Mamíferos del Instituto de Investigaciones en Biodiversidad y Medioambiente","NA","Bariloche","http://hesperomys.com/r/359","Río Negro","NA","Argentina",1,"-41.14","-71.319999999999993"
80,"http://hesperomys.com/c/80","CMK","Community Museums of Kenya","NA","NA","http://hesperomys.com/r/88","Kenya","NA","Kenya",4,"NA","NA"
140,"http://hesperomys.com/c/140","CML","Colección Mamíferos Lillo, Universidad Nacional de Tucumán","NA","NA","http://hesperomys.com/r/367","Tucumán","NA","Argentina",14,"NA","NA"
535,"http://hesperomys.com/c/535","CMM","Calvert Marine Museum","Solomons, Maryland","Solomons","http://hesperomys.com/r/3426","Calvert County, Maryland","Maryland","United States",19,"NA","NA"
1503,"http://hesperomys.com/c/1503","CMMC","Chiang Muan Mining Company Ltd. Museum","NA","NA","http://hesperomys.com/r/175","Thailand","NA","Thailand",1,"NA","NA"
338,"http://hesperomys.com/c/338","CMN","Canadian Museum of Nature","NA","Ottawa","http://hesperomys.com/r/486","Ontario","NA","Canada",162,"45.42","-75.709999999999994"
394,"http://hesperomys.com/c/394","CMNH","Cleveland Museum of Natural History","NA","Cleveland","http://hesperomys.com/r/2787","Cuyahoga County, Ohio","Ohio","United States",4,"41.48","-81.680000000000007"
214,"http://hesperomys.com/c/214","CMNZ","Canterbury Museum","NA","Christchurch","http://hesperomys.com/r/127","New Zealand","NA","New Zealand",5,"-43.53","172.64"
